#Ind	Tok	NER	COMP	COREF	CLINK	REL	WIKI	MCBD
# 3-SPSP187205180201
267	針	O	O	O	_	_	_	_
268	横	O	O	O	_	_	_	_
269	楩	O	O	O	_	_	_	_
270	喉	O	O	O	_	_	_	_
271	中	O	O	O	_	_	_	_
272	水	O	O	O	_	_	_	_
273	槳	O	O	O	_	_	_	_
274	不	O	O	O	_	_	_	_
275	入	O	O	O	_	_	_	_
276	口	O	O	O	_	_	_	_
277	者	O	O	O	_	_	_	_
278	三	O	O	O	_	_	_	_
279	日	O	O	O	_	_	_	_
280	勢	O	O	O	_	_	_	_
282	瀕	O	O	O	_	_	_	_
283	危	O	O	O	_	_	_	_
284	矣	O	O	O	_	_	_	_
285	往	O	O	O	_	_	_	_
286	呂	B-loc.fac	O	O	_	_	_	_
287	祖	I-loc.fac	O	O	_	_	_	_
288	殿	I-loc.fac	O	O	_	_	_	_
289	求	O	O	O	_	_	_	_
290	祐	O	O	O	_	_	_	_
291	歸	O	O	O	_	_	_	_
292	至	O	O	O	_	_	_	_
293	中	O	O	O	_	_	_	_
294	途	O	O	O	_	_	_	_
295	觸	O	O	O	_	_	_	_
296	一	O	O	O	_	_	_	_
297	人	O	O	O	_	_	_	_
298	將	O	O	O	_	_	_	_
299	傾	O	O	O	_	_	_	_
300	於	O	O	O	_	_	_	_
301	地	O	O	O	_	_	_	_
302	間	O	O	O	_	_	_	_
303	倉	O	O	O	_	_	_	_
304	急	O	O	O	_	_	_	_
305	何	O	O	O	_	_	_	_
306	爲	O	O	O	_	_	_	_
307	徐	O	O	B-COREF	193	_	_	_
308	告	O	O	O	_	_	_	_
309	以	O	O	O	_	_	_	_
310	故	O	O	O	_	_	_	_
311	其	O	O	O	_	_	_	_
312	人	O	O	O	_	_	_	_
313	曰	O	O	O	_	_	_	_
314	我	O	O	O	_	_	_	_
315	有	O	O	O	_	_	_	_
316	一	O	O	O	_	_	_	_
317	方	O	O	O	_	_	_	_
318	可	O	O	O	_	_	_	_
319	救	O	O	O	_	_	_	_
320	子	O	O	O	_	_	_	_
321	歸	O	O	O	_	_	_	_
323	速	O	O	O	_	_	_	_
324	以	O	O	O	_	_	_	_
325	羅	O	O	O	_	_	_	_
326	漢	O	O	O	_	_	_	_
327	豆	O	O	O	_	_	_	_
328	爲	O	O	O	_	_	_	_
329	縻	O	O	O	_	_	_	_
330	和	O	O	O	_	_	_	_
331	以	O	O	O	_	_	_	_
332	寸	O	O	O	_	_	_	_
333	度	O	O	O	_	_	_	_
334	韮	O	O	O	_	_	_	_
335	菜	O	O	O	_	_	_	_
336	用	O	O	O	_	_	_	_
337	猪	O	O	O	_	_	_	_
338	脂	O	O	O	_	_	_	_
339	熬	O	O	O	_	_	_	_
341	食	O	O	O	_	_	_	_
342	之	O	O	O	_	_	_	_
343	三	O	O	O	_	_	_	_
344	日	O	O	O	_	_	_	_
345	後	O	O	O	_	_	_	_
346	必	O	O	O	_	_	_	_
347	無	O	O	O	_	_	_	_
348	患	O	O	O	_	_	_	_
349	也	O	O	O	_	_	_	_
350	徐	O	O	B-COREF	193	_	_	_
351	心	O	O	O	_	_	_	_
352	急	O	O	O	_	_	_	_
353	不	O	O	O	_	_	_	_
354	及	O	O	O	_	_	_	_
355	問	O	O	O	_	_	_	_
356	其	O	O	O	_	_	_	_
357	名	O	O	O	_	_	_	_
358	居	O	O	O	_	_	_	_
359	是	O	O	O	_	_	_	_
360	夜	O	O	O	_	_	_	_
361	如	O	O	O	_	_	_	_
362	法	O	O	O	_	_	_	_
363	制	O	O	O	_	_	_	_
364	服	O	O	O	_	_	_	_
365	甫	O	O	O	_	_	_	_
366	下	O	O	O	_	_	_	_
367	咽	O	O	O	_	_	_	_
368	而	O	O	O	_	_	_	_
369	痛	O	O	O	_	_	_	_
370	止	O	O	O	_	_	_	_
371	又	O	O	O	_	_	_	_
372	越	O	O	O	_	_	_	_
373	日	O	O	O	_	_	_	_
374	針	O	O	O	_	_	_	_
375	隨	O	O	O	_	_	_	_
376	韮	O	O	O	_	_	_	_
377	葉	O	O	O	_	_	_	_
378	大	O	O	O	_	_	_	_
379	解	O	O	O	_	_	_	_
380	而	O	O	O	_	_	_	_
382	下	O	O	O	_	_	_	_
383	矣	O	O	O	_	_	_	_
384	此	O	O	O	_	_	_	_
385	神	O	O	O	_	_	_	_
386	之	O	O	O	_	_	_	_
387	報	O	O	O	_	_	_	_
388	應	O	O	O	_	_	_	_
389	也	O	O	O	_	_	_	_
390	客	O	O	O	_	_	_	_
391	言	O	O	O	_	_	_	_
392	如	O	O	O	_	_	_	_
393	此	O	O	O	_	_	_	_
394	子	O	O	O	_	_	_	_
395	所	O	O	O	_	_	_	_
396	見	O	O	O	_	_	_	_
397	不	O	O	O	_	_	_	_
398	多	O	O	O	_	_	_	_
399	不	O	O	O	_	_	_	_
400	知	O	O	O	_	_	_	_
401	此	O	O	O	_	_	_	_
402	方	O	O	O	_	_	_	_
403	曾	O	O	O	_	_	_	_
404	載	O	O	O	_	_	_	_
405	他	O	O	O	_	_	_	_
406	書	O	O	O	_	_	_	_
407	否	O	O	O	_	_	_	_
408	也	O	O	O	_	_	_	_
409	敬	O	O	O	_	_	_	_
410	請	O	O	O	_	_	_	_
411	高	O	O	O	_	_	_	_
412	明	O	O	O	_	_	_	_
413	示	O	O	O	_	_	_	_
414	我	O	O	O	_	_	_	_
415	幸	O	O	O	_	_	_	_
416	甚	O	O	O	_	_	_	_
418	香	B-loc.adm.town	O	O	_	_	Q8646	191651
419	港	I-loc.adm.town	O	O	_	_	_	_
420	近	O	O	O	_	_	_	_
421	事	O	O	O	_	_	_	_
422	編	O	O	O	_	_	_	_
423	錄	O	O	O	_	_	_	_

# 3-SPSP187205090201
0	滬	B-loc.adm.town	O	O	_	_	Q8686	191730
1	地	I-loc.adm.town	O	O	_	_	_	_
2	洋	B-loc.phys.hydro	O	O	_	_	_	_
3	涇	I-loc.phys.hydro	O	O	_	_	_	_
4	浜	I-loc.phys.hydro	O	O	_	_	_	_
5	一	O	O	O	_	_	_	_
6	帶	O	O	O	_	_	_	_
7	每	O	O	O	_	_	_	_
8	有	O	O	O	_	_	_	_
9	以	O	O	O	_	_	_	_
10	烟	O	O	O	_	_	_	_
11	爲	O	O	O	_	_	_	_
12	媒	O	O	O	_	_	_	_
13	以	O	O	O	_	_	_	_
14	花	O	O	O	_	_	_	_
15	爲	O	O	O	_	_	_	_
16	餌	O	O	O	_	_	_	_
17	者	O	O	O	_	_	_	_
18	俗	O	O	O	_	_	_	_
19	爲	O	O	O	_	_	_	_
20	之	O	O	O	_	_	_	_
21	花	O	O	O	_	_	_	_
22	烟	O	O	O	_	_	_	_
23	間	O	O	O	_	_	_	_
24	油	O	O	O	_	_	_	_
25	頭	O	O	O	_	_	_	_
26	粉	O	O	O	_	_	_	_
27	面	O	O	O	_	_	_	_
28	恬	O	O	O	_	_	_	_
29	不	O	O	O	_	_	_	_
30	知	O	O	O	_	_	_	_
31	羞	O	O	O	_	_	_	_
32	婦	O	O	O	_	_	_	_
33	女	O	O	O	_	_	_	_
34	一	O	O	O	_	_	_	_
35	入	O	O	O	_	_	_	_
36	此	O	O	O	_	_	_	_
37	中	O	O	O	_	_	_	_
38	將	O	O	O	_	_	_	_
39	隨	O	O	O	_	_	_	_
41	波	O	O	O	_	_	_	_
42	逐	O	O	O	_	_	_	_
43	流	O	O	O	_	_	_	_
44	永	O	O	O	_	_	_	_
45	沈	O	O	O	_	_	_	_
46	孽	O	O	O	_	_	_	_
47	海	O	O	O	_	_	_	_
48	勢	O	O	O	_	_	_	_
49	不	O	O	O	_	_	_	_
50	知	O	O	O	_	_	_	_
51	伊	O	O	O	_	_	_	_
52	於	O	O	O	_	_	_	_
53	胡	O	O	O	_	_	_	_
54	底	O	O	O	_	_	_	_
55	矣	O	O	O	_	_	_	_
56	有	O	O	O	_	_	_	_
57	一	O	O	O	_	_	_	_
58	男	O	O	O	_	_	_	_
59	子	O	O	O	_	_	_	_
60	憤	O	O	O	_	_	_	_
61	其	O	O	O	_	_	_	_
62	婦	O	O	O	_	_	_	_
63	之	O	O	O	_	_	_	_
64	墮	O	O	O	_	_	_	_
65	陷	O	O	O	_	_	_	_
66	阱	O	O	O	_	_	_	_
67	也	O	O	O	_	_	_	_
68	登	O	O	O	_	_	_	_
69	門	O	O	O	_	_	_	_
70	呼	O	O	O	_	_	_	_
71	噪	O	O	O	_	_	_	_
72	大	O	O	O	_	_	_	_
73	肆	O	O	O	_	_	_	_
74	擾	O	O	O	_	_	_	_
75	攘	O	O	O	_	_	_	_
76	鴇	O	O	O	_	_	_	_
77	因	O	O	O	_	_	_	_
78	喚	O	O	O	_	_	_	_
79	巡	O	O	O	_	_	_	_
80	捕	O	O	O	_	_	_	_
82	送	O	O	O	_	_	_	_
83	會	B-org.ent	O	O	_	_	Q101242840	34016
84	審	I-org.ent	O	O	_	_	_	_
85	公	I-org.ent	O	O	_	_	_	_
86	堂	I-org.ent	O	O	_	_	_	_
87	將	O	O	O	_	_	_	_
88	加	O	O	O	_	_	_	_
89	以	O	O	O	_	_	_	_
90	肆	O	O	O	_	_	_	_
91	詈	O	O	O	_	_	_	_
92	之	O	O	O	_	_	_	_
93	罪	O	O	O	_	_	_	_
94	男	O	O	O	_	_	_	_
95	子	O	O	O	_	_	_	_
96	自	O	O	O	_	_	_	_
97	陳	O	O	O	_	_	_	_
98	不	O	O	O	_	_	_	_
99	憤	O	O	O	_	_	_	_
100	其	O	O	O	_	_	_	_
101	婦	O	O	O	_	_	_	_
102	意	O	O	O	_	_	_	_
103	言	O	O	O	_	_	_	_
104	甚	O	O	O	_	_	_	_
105	析	O	O	O	_	_	_	_
106	陳	B-pers.ind	B-comp.name	O	_	_	_	_
107	司	I-pers.ind	B-comp.func	O	_	_	_	_
108	馬	I-pers.ind	I-comp.func	O	_	_	_	_
109	慨	O	O	O	_	_	_	_
110	然	O	O	O	_	_	_	_
111	飭	O	O	O	_	_	_	_
112	令	O	O	O	_	_	_	_
113	領	O	O	O	_	_	_	_
114	婦	O	O	O	_	_	_	_
115	家	O	O	O	_	_	_	_
116	鴇	O	O	O	_	_	_	_
117	尙	O	O	O	_	_	_	_
118	以	O	O	O	_	_	_	_
119	婦	O	O	O	_	_	_	_
120	意	O	O	O	_	_	_	_
121	自	O	O	O	_	_	_	_
123	願	O	O	O	_	_	_	_
124	倚	O	O	O	_	_	_	_
125	市	O	O	O	_	_	_	_
126	不	O	O	O	_	_	_	_
127	欲	O	O	O	_	_	_	_
128	囘	O	O	O	_	_	_	_
129	去	O	O	O	_	_	_	_
130	紛	O	O	O	_	_	_	_
131	紜	O	O	O	_	_	_	_
132	抗	O	O	O	_	_	_	_
133	辨	O	O	O	_	_	_	_
134	陳	B-pers.ind	B-comp.name	O	_	_	_	_
135	司	I-pers.ind	B-comp.func	O	_	_	_	_
136	馬	I-pers.ind	I-comp.func	O	_	_	_	_
137	厲	O	O	O	_	_	_	_
138	聲	O	O	O	_	_	_	_
139	呵	O	O	O	_	_	_	_
140	斥	O	O	O	_	_	_	_
141	方	O	O	O	_	_	_	_
142	始	O	O	O	_	_	_	_
143	無	O	O	O	_	_	_	_
144	詞	O	O	O	_	_	_	_
145	噫	O	O	O	_	_	_	_
146	風	O	O	O	_	_	_	_
147	氣	O	O	O	_	_	_	_
148	所	O	O	O	_	_	_	_
149	趨	O	O	O	_	_	_	_
150	性	O	O	O	_	_	_	_
151	情	O	O	O	_	_	_	_
152	卽	O	O	O	_	_	_	_
153	隨	O	O	O	_	_	_	_
154	以	O	O	O	_	_	_	_
155	移	O	O	O	_	_	_	_
156	易	O	O	O	_	_	_	_
157	况	O	O	O	_	_	_	_
158	婦	O	O	O	_	_	_	_
159	女	O	O	O	_	_	_	_
160	耳	O	O	O	_	_	_	_
161	聞	O	O	O	_	_	_	_
162	目	O	O	O	_	_	_	_
164	見	O	O	O	_	_	_	_
165	漸	O	O	O	_	_	_	_
166	染	O	O	O	_	_	_	_
167	已	O	O	O	_	_	_	_
168	深	O	O	O	_	_	_	_
169	求	O	O	O	_	_	_	_
170	其	O	O	O	_	_	_	_
171	椎	O	O	O	_	_	_	_
172	結	O	O	O	_	_	_	_
173	操	O	O	O	_	_	_	_
174	作	O	O	O	_	_	_	_
175	矢	O	O	O	_	_	_	_
176	志	O	O	O	_	_	_	_
177	貞	O	O	O	_	_	_	_
178	靜	O	O	O	_	_	_	_
179	者	O	O	O	_	_	_	_
180	類	O	O	O	_	_	_	_
181	非	O	O	O	_	_	_	_
182	小	O	O	O	_	_	_	_
183	家	O	O	O	_	_	_	_
184	所	O	O	O	_	_	_	_
185	可	O	O	O	_	_	_	_
186	多	O	O	O	_	_	_	_
187	覯	O	O	O	_	_	_	_
188	然	O	O	O	_	_	_	_
189	則	O	O	O	_	_	_	_
190	留	O	O	O	_	_	_	_
191	心	O	O	O	_	_	_	_
192	世	O	O	O	_	_	_	_
193	風	O	O	O	_	_	_	_
194	者	O	O	O	_	_	_	_
195	當	O	O	O	_	_	_	_
196	必	O	O	O	_	_	_	_
197	有	O	O	O	_	_	_	_
198	道	O	O	O	_	_	_	_
199	焉	O	O	O	_	_	_	_
200	以	O	O	O	_	_	_	_
201	挽	O	O	O	_	_	_	_
202	囘	O	O	O	_	_	_	_
203	之	O	O	O	_	_	_	_
205	而	O	O	O	_	_	_	_
206	非	O	O	O	_	_	_	_
207	徒	O	O	O	_	_	_	_
208	扼	O	O	O	_	_	_	_
209	腕	O	O	O	_	_	_	_
210	太	O	O	O	_	_	_	_
211	息	O	O	O	_	_	_	_
212	云	O	O	O	_	_	_	_
213	爾	O	O	O	_	_	_	_
214	也	O	O	O	_	_	_	_
216	現	O	O	O	_	_	_	_
217	在	O	O	O	_	_	_	_
218	上	B-loc.adm.town	O	O	_	_	Q8686	191730
219	海	I-loc.adm.town	O	O	_	_	_	_
220	英	B-org.adm	O	O	_	_	_	_
221	國	I-org.adm	O	O	_	_	_	_
222	工	I-org.adm	B-comp.name	O	_	_	_	_
223	部	I-org.adm	I-comp.name	O	_	_	_	_
224	局	I-org.adm	I-comp.name	O	_	_	_	_
225	議	O	O	O	_	_	_	_
226	設	O	O	O	_	_	_	_
227	一	O	O	O	_	_	_	_
228	吸	O	O	O	_	_	_	_
229	水	O	O	O	_	_	_	_
230	公	O	O	O	_	_	_	_
231	司	O	O	O	_	_	_	_
232	具	O	O	O	_	_	_	_
233	法	O	O	O	_	_	_	_
234	甚	O	O	O	_	_	_	_
235	善	O	O	O	_	_	_	_
236	並	O	O	O	_	_	_	_
237	置	O	O	O	_	_	_	_
238	有	O	O	O	_	_	_	_
239	鐵	O	O	O	_	_	_	_
240	池	O	O	O	_	_	_	_
241	鐡	O	O	O	_	_	_	_
242	線	O	O	O	_	_	_	_
243	等	O	O	O	_	_	_	_
244	器	O	O	O	_	_	_	_
245	此	O	O	O	_	_	_	_
246	事	O	O	O	_	_	_	_
247	未	O	O	O	_	_	_	_
248	定	O	O	O	_	_	_	_
249	如	O	O	O	_	_	_	_
250	能	O	O	O	_	_	_	_
251	成	O	O	O	_	_	_	_
252	功	O	O	O	_	_	_	_
253	於	O	O	O	_	_	_	_
254	中	O	O	O	_	_	_	_
255	西	O	O	O	_	_	_	_
257	各	O	O	O	_	_	_	_
258	行	O	O	O	_	_	_	_
259	號	O	O	O	_	_	_	_
260	家	O	O	O	_	_	_	_
261	戶	O	O	O	_	_	_	_
262	大	O	O	O	_	_	_	_
263	有	O	O	O	_	_	_	_
264	裨	O	O	O	_	_	_	_
265	益	O	O	O	_	_	_	_
266	該	O	O	O	_	_	_	_
267	水	O	O	O	_	_	_	_
268	池	O	O	O	_	_	_	_
269	雖	O	O	O	_	_	_	_
270	在	O	O	O	_	_	_	_
271	英	B-loc.adm.town	O	O	_	_	Q2170587	_
272	國	I-loc.adm.town	O	O	_	_	_	_
273	租	I-loc.adm.town	O	O	_	_	_	_
274	界	I-loc.adm.town	O	O	_	_	_	_
275	內	O	O	O	_	_	_	_
276	而	O	O	O	_	_	_	_
277	美	B-loc.adm.nat	O	O	_	_	Q30	_
278	國	I-loc.adm.nat	O	O	_	_	_	_
279	法	B-loc.adm.nat	O	O	_	_	Q142	_
280	國	I-loc.adm.nat	O	O	_	_	_	_
281	各	O	O	O	_	_	_	_
282	舖	O	O	O	_	_	_	_
283	戶	O	O	O	_	_	_	_
284	亦	O	O	O	_	_	_	_
285	可	O	O	O	_	_	_	_
286	通	O	O	O	_	_	_	_
287	融	O	O	O	_	_	_	_
288	其	O	O	O	_	_	_	_
289	制	O	O	O	_	_	_	_
290	度	O	O	O	_	_	_	_
291	引	O	O	O	_	_	_	_
292	用	O	O	O	_	_	_	_
293	之	O	O	O	_	_	_	_
294	法	O	O	O	_	_	_	_
295	請	O	O	O	_	_	_	_
296	俟	O	O	O	_	_	_	_
298	明	O	O	O	_	_	_	_
299	日	O	O	O	_	_	_	_
300	再	O	O	O	_	_	_	_
301	細	O	O	O	_	_	_	_
302	及	O	O	O	_	_	_	_
303	也	O	O	O	_	_	_	_
305	新	O	O	O	_	_	_	_
306	任	O	O	O	_	_	_	_
307	上	B-org.adm	O	O	_	[315]	Q101242840	34016
308	海	I-org.adm	O	O	_	_	_	_
309	會	I-org.adm	O	O	_	_	_	_
310	審	I-org.adm	O	O	_	_	_	_
311	衙	I-org.adm	O	O	_	_	_	_
312	門	I-org.adm	O	O	_	_	_	_
313	英	B-pers.ind	O	O	_	_	_	_
314	國	I-pers.ind	O	O	_	_	_	_
315	臬	I-pers.ind	B-comp.func	O	_	_	_	_
316	憲	I-pers.ind	I-comp.func	O	_	_	_	_
317	韓	I-pers.ind	B-comp.name	O	_	_	_	_
318	備	I-pers.ind	I-comp.name	O	_	_	_	_
319	已	O	O	O	_	_	_	_
320	於	O	O	O	_	_	_	_
321	西	O	O	O	_	_	_	_
322	四	B-time.date.day	O	O	_	_	_	_
323	月	I-time.date.day	O	O	_	_	_	_
324	十	B-time.rel.day	O	O	_	_	_	_
325	四	I-time.rel.day	O	O	_	_	_	_
326	號	I-time.rel.day	O	O	_	_	_	_
327	由	O	O	O	_	_	_	_
328	英	B-loc.adm.town	O	O	_	_	Q23311	_
329	京	I-loc.adm.town	O	O	_	_	_	_
330	啟	O	O	O	_	_	_	_
331	行	O	O	O	_	_	_	_
332	係	O	O	O	_	_	_	_
333	附	O	O	O	_	_	_	_
334	法	B-loc.adm.nat	O	O	_	_	Q142	_
335	國	I-loc.adm.nat	O	O	_	_	_	_
336	公	O	O	O	_	_	_	_
337	司	O	O	O	_	_	_	_
338	輪	O	O	O	_	_	_	_
339	船	O	O	O	_	_	_	_
340	來	O	O	O	_	_	_	_
341	者	O	O	O	_	_	_	_
342	約	O	O	O	_	_	_	_
343	於	O	O	O	_	_	_	_
344	四	O	O	O	_	_	_	_
346	五	O	O	O	_	_	_	_
347	月	O	O	O	_	_	_	_
348	下	O	O	O	_	_	_	_
349	旬	O	O	O	_	_	_	_
350	可	O	O	O	_	_	_	_
351	到	O	O	O	_	_	_	_
352	矣	O	O	O	_	_	_	_
354	粵	B-loc.adm.reg	O	O	_	_	Q15175	_
355	東	O	O	O	_	_	_	_
356	瓊	B-org.adm	O	O	_	_	Q17005800	_
357	州	I-org.adm	O	O	_	_	_	_
358	府	I-org.adm	O	O	_	_	_	_
359	開	O	O	O	_	_	_	_
360	建	O	O	O	_	_	_	_
361	口	O	O	O	_	_	_	_
362	岸	O	O	O	_	_	_	_
363	通	O	O	O	_	_	_	_
364	商	O	O	O	_	_	_	_
365	貿	O	O	O	_	_	_	_
366	易	O	O	O	_	_	_	_
367	一	O	O	O	_	_	_	_
368	節	O	O	O	_	_	_	_
369	業	O	O	O	_	_	_	_
370	有	O	O	O	_	_	_	_
371	成	O	O	O	_	_	_	_
372	議	O	O	O	_	_	_	_
373	舉	O	O	O	_	_	_	_
374	行	O	O	O	_	_	_	_
375	在	O	O	O	_	_	_	_
376	卽	O	O	O	_	_	_	_
377	聞	O	O	O	_	_	_	_
378	粵	B-pers.ind	B-comp.func	O	_	_	Q11573975	_
379	督	I-pers.ind	B-comp.name	O	_	_	_	_
380	瑞	I-pers.ind	B-comp.name	O	_	_	_	_
381	中	I-pers.ind	B-comp.title	O	_	_	_	_
382	堂	I-pers.ind	I-comp.title	O	_	_	_	_
383	已	O	O	O	_	_	_	_
384	委	O	O	O	_	_	_	_
385	官	O	O	O	_	_	_	_
386	前	O	O	O	_	_	_	_
387	往	O	O	O	_	_	_	_
388	所	O	O	O	_	_	_	_
389	閱	O	O	O	_	_	_	_
390	地	O	O	O	_	_	_	_
391	方	O	O	O	_	_	_	_
392	前	O	O	O	_	_	_	_
393	者	O	O	O	_	_	_	_
395	美	B-loc.adm.nat	O	O	_	[401]	Q30	_
396	國	I-loc.adm.nat	O	O	_	_	_	_
397	新	O	O	O	_	_	_	_
398	授	O	O	O	_	_	_	_
399	該	O	O	O	_	_	_	_
400	處	O	O	O	_	_	_	_
401	領	O	B-comp.func	O	_	[403]	_	_
402	事	O	I-comp.func	O	_	_	_	_
403	威	B-pers.ind	B-comp.name	O	_	_	_	_
404	靈	I-pers.ind	I-comp.name	O	_	_	_	_
405	士	I-pers.ind	I-comp.name	O	_	_	_	_
406	鎗	O	O	O	_	_	_	_
407	擊	O	O	O	_	_	_	_
408	自	O	O	O	_	_	_	_
409	斃	O	O	O	_	_	_	_
410	不	O	O	O	_	_	_	_
411	及	O	O	O	_	_	_	_
412	見	O	O	O	_	_	_	_
413	此	O	O	O	_	_	_	_
414	舉	O	O	O	_	_	_	_
415	動	O	O	O	_	_	_	_
416	兹	O	O	O	_	_	_	_
417	英	B-loc.adm.nat	O	O	_	_	Q145	_
418	國	I-loc.adm.nat	O	O	_	_	_	_
419	調	O	O	O	_	_	_	_
420	福	B-org.adm	O	O	_	_	_	_
421	州	I-org.adm	O	O	_	_	_	_
422	領	I-org.adm	O	O	_	_	_	_
423	事	I-org.adm	O	O	_	_	_	_
424	衙	I-org.adm	O	O	_	_	_	_
425	內	O	O	O	_	_	_	_
426	人	O	O	O	_	_	_	_
427	員	O	O	O	_	_	_	_
428	亞	B-pers.ind	B-comp.name	O	_	_	_	_
429	連	I-pers.ind	I-comp.name	O	_	_	_	_
430	補	O	O	O	_	_	_	_
431	授	O	O	O	_	_	_	_
432	英	B-loc.adm.nat	O	O	_	_	Q145	_
433	國	I-loc.adm.nat	O	O	_	_	_	_
434	駐	O	O	O	_	_	_	_
436	札	O	O	O	_	_	_	_
437	該	O	O	O	_	_	_	_
438	埠	O	O	O	_	_	_	_
439	領	O	O	O	_	_	_	_
440	事	O	O	O	_	_	_	_
441	之	O	O	O	_	_	_	_
442	職	O	O	O	_	_	_	_
443	指	O	O	O	_	_	_	_
444	日	O	O	O	_	_	_	_
445	飭	O	O	O	_	_	_	_
446	赴	O	O	O	_	_	_	_
447	新	O	O	O	_	_	_	_
448	任	O	O	O	_	_	_	_
449	據	O	O	O	_	_	_	_
450	電	O	O	O	_	_	_	_
451	報	O	O	O	_	_	_	_
452	云	O	O	O	_	_	_	_
453	中	B-org.adm	O	O	_	_	_	_
454	國	I-org.adm	O	O	_	_	_	_
455	總	I-org.adm	O	O	_	_	_	_
456	稅	I-org.adm	O	O	_	_	_	_
457	務	I-org.adm	O	O	_	_	_	_
458	司	I-org.adm	O	O	_	_	_	_
459	赫	B-pers.ind	B-comp.name	O	_	_	Q1704958	21065
460	德	I-pers.ind	I-comp.name	O	_	_	_	_
461	於	O	O	O	_	_	_	_
462	本	B-time.rel.day	O	O	_	_	_	_
463	月	I-time.rel.day	O	O	_	_	_	_
464	卄	B-time.rel.day	O	O	_	_	_	_
465	三	I-time.rel.day	O	O	_	_	_	_
466	日	I-time.rel.day	O	O	_	_	_	_
467	附	O	O	O	_	_	_	_
468	法	B-org.busi	O	O	_	_	Q1259003	332240
469	國	I-org.busi	O	O	_	_	_	_
470	公	I-org.busi	O	O	_	_	_	_
471	司	I-org.busi	O	O	_	_	_	_
472	輪	O	O	O	_	_	_	_
473	船	O	O	O	_	_	_	_
474	亞	B-loc.fac	O	O	_	_	_	_
475	華	I-loc.fac	O	O	_	_	_	_
477	駛	O	O	O	_	_	_	_
478	往	O	O	O	_	_	_	_
479	香	B-loc.adm.town	O	O	_	_	Q8646	_
480	港	I-loc.adm.town	O	O	_	_	_	_
481	俟	O	O	O	_	_	_	_
482	抵	O	O	O	_	_	_	_
483	港	O	O	O	_	_	_	_
484	後	O	O	O	_	_	_	_
485	隨	O	O	O	_	_	_	_
486	往	O	O	O	_	_	_	_
487	瓊	B-loc.adm.reg	O	O	_	_	Q17005800	_
488	州	I-loc.adm.reg	O	O	_	_	_	_
489	調	O	O	O	_	_	_	_
490	撥	O	O	O	_	_	_	_
491	一	O	O	O	_	_	_	_
492	切	O	O	O	_	_	_	_
493	開	O	O	O	_	_	_	_
494	埠	O	O	O	_	_	_	_
495	事	O	O	O	_	_	_	_
496	宜	O	O	O	_	_	_	_
497	云	O	O	O	_	_	_	_
498	太	O	O	O	_	_	_	_
499	傅	O	O	O	_	_	_	_

# 8-SPSP187212030104
0	壬	B-time.rel.year	O	O	_	_	_	_
1	申	I-time.rel.year	O	O	_	_	_	_
2	初	O	O	O	_	_	_	_
3	冬	O	O	O	_	_	_	_
4	由	O	O	O	_	_	_	_
5	禾	B-loc.adm.town	O	O	_	_	Q58178	191620
6	泛	O	O	O	_	_	_	_
7	舟	O	O	O	_	_	_	_
8	至	O	O	O	_	_	_	_
9	申	B-loc.adm.town	O	O	_	_	Q8686	191730
10	入	O	O	O	_	_	_	_
11	境	O	O	O	_	_	_	_
12	問	O	O	O	_	_	_	_
13	禁	O	O	O	_	_	_	_
14	入	O	O	O	_	_	_	_
15	國	O	O	O	_	_	_	_
16	問	O	O	O	_	_	_	_
17	俗	O	O	O	_	_	_	_
18	而	O	O	O	_	_	_	_
19	知	O	O	O	_	_	_	_
20	烟	O	O	O	_	_	_	_
21	館	O	O	O	_	_	_	_
22	中	O	O	O	_	_	_	_
23	有	O	O	O	_	_	_	_
24	女	O	O	O	_	_	_	_
25	堂	O	O	O	_	_	_	_
26	倌	O	O	O	_	_	_	_
27	焉	O	O	O	_	_	_	_
28	余	O	O	O	_	_	_	_
29	初	O	O	O	_	_	_	_
30	聞	O	O	O	_	_	_	_
31	之	O	O	O	_	_	_	_
32	驚	O	O	O	_	_	_	_
33	以	O	O	O	_	_	_	_
34	為	O	O	O	_	_	_	_
35	異	O	O	O	_	_	_	_
36	及	O	O	O	_	_	_	_
37	徐	O	O	O	_	_	_	_
38	而	O	O	O	_	_	_	_
39	審	O	O	O	_	_	_	_
41	之	O	O	O	_	_	_	_
42	竊	O	O	O	_	_	_	_
43	以	O	O	O	_	_	_	_
44	為	O	O	O	_	_	_	_
45	不	O	O	O	_	_	_	_
46	足	O	O	O	_	_	_	_
47	異	O	O	O	_	_	_	_
48	也	O	O	O	_	_	_	_
49	蓋	O	O	O	_	_	_	_
50	所	O	O	O	_	_	_	_
51	謂	O	O	O	_	_	_	_
52	女	O	O	O	_	_	_	_
53	堂	O	O	O	_	_	_	_
54	倌	O	O	O	_	_	_	_
55	者	O	O	O	_	_	_	_
56	無	O	O	O	_	_	_	_
57	非	O	O	O	_	_	_	_
58	遞	O	O	O	_	_	_	_
59	烟	O	O	O	_	_	_	_
60	倒	O	O	O	_	_	_	_
61	茶	O	O	O	_	_	_	_
62	以	O	O	O	_	_	_	_
63	供	O	O	O	_	_	_	_
64	役	O	O	O	_	_	_	_
65	使	O	O	O	_	_	_	_
66	如	O	O	O	_	_	_	_
67	僕	O	O	O	_	_	_	_
68	婢	O	O	O	_	_	_	_
69	然	O	O	O	_	_	_	_
70	烏	O	O	O	_	_	_	_
